"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BML^H","Bank of America Corporation","19.89","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^h",
"BML^I","Bank of America Corporation","25.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^i",
"BML^J","Bank of America Corporation","23.7725","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^j",
"BML^L","Bank of America Corporation","22.65","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bml^l",
"BOH","Bank of Hawaii Corporation","88.69","3786431793.27","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boh",
"BMO","Bank Of Montreal","71.92","46601507446.56","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","31.44","1674126772.08","n/a","2016","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","47.38","50096609102.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bk",
"BK^C","Bank Of New York Mellon Corporation (The)","23","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bk^c",
"BNS","Bank of Nova Scotia (The)","55.68","67287779646.72","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bns",
"RATE","Bankrate, Inc.","11.05","995974898.75","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/rate",
"BKU","BankUnited, Inc.","37.69","3925074101.55","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bku",
"BCS","Barclays PLC","11","46593250000","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bcs",
"BCS^A","Barclays PLC","25.3799","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcs^a",
"BCS^D","Barclays PLC","25.54","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcs^d",
"MCI","Barings Corporate Investors","15.48","305746331.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mci",
"MPV","Barings Participation Investors","14.199","147231717.039","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/mpv",
"BNED","Barnes & Noble Education, Inc","11.47","530786993.17","n/a","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bned",
"BKS","Barnes & Noble, Inc.","11.15","810410633.2","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bks",
"B","Barnes Group, Inc.","47.42","2551880792.22","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/b",
"CUDA","Barracuda Networks, Inc.","21.43","1120858690.36","n/a","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/cuda",
"ABX","Barrick Gold Corporation","15.98","18623586421.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/abx",
"BAS","Basic Energy Services, Inc.","35.35","2651108.6","n/a","2005","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/bas",
"BAX","Baxter International Inc.","44.34","24117409962.24","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bax",
"BTE","Baytex Energy Corp","4.88","1139231071.2","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bte",
"BBT","BB&T Corporation","47.02","38153170633.02","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbt",
"BBT^D","BB&T Corporation","24.5201","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^d",
"BBT^E","BB&T Corporation","23.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^e",
"BBT^F","BB&T Corporation","22.76","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^f",
"BBT^G","BB&T Corporation","22.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^g",
"BBT^H","BB&T Corporation","24.29","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbt^h",
"BFR","BBVA Banco Frances S.A.","17.43","3119260302.69","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bfr",
"BCE","BCE, Inc.","43.24","37641529149.24","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bce",
"BZH","Beazer Homes USA, Inc.","13.3","446158089.3","n/a","1994","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/bzh",
"BDX","Becton, Dickinson and Company","165.55","38280464387.55","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bdx",
"BDC","Belden Inc","74.77","3151137460.93","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/bdc",
"BDC^B","Belden Inc","105.67","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bdc^b",
"BXE","Bellatrix Exploration Ltd","0.944","232777021.632","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bxe",
"BEL","Belmond Ltd.","13.35","1358509403.4","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/bel",
"BMS","Bemis Company, Inc.","47.82","4481279100.18","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bms",
"BHE","Benchmark Electronics, Inc.","30.5","1490803034","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/bhe",
"BRK.A","Berkshire Hathaway Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/brk.a",
"BRK.B","Berkshire Hathaway Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/brk.b",
"BHLB","Berkshire Hills Bancorp, Inc.","36.85","1308175000","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/bhlb",
"BBY","Best Buy Co., Inc.","42.67","13390963825.99","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/bby",
"BGCA","BGC Partners, Inc.","25.7","0","n/a","2012","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgca",
"BHP","BHP Billiton Limited","35.78","95218504375.5","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bhp",
"BBL","BHP Billiton plc","31.46","83722027603.5","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/bbl",
"BIG","Big Lots, Inc.","50.21","2237351574.8","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/big",
"BH","Biglari Holdings Inc.","473.2","978087838","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bh",
"BBG","Bill Barrett Corporation","6.99","529309382.97","n/a","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbg",
"BIOA","BioAmber Inc.","5.5","158603406.5","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bioa",
"BIOA.WS","BioAmber Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bioa.ws",
"BIO","Bio-Rad Laboratories, Inc.","182.28","5384777227.2","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/bio",
"BIO.B","Bio-Rad Laboratories, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bio.b",
"BITA","Bitauto Holdings Limited","18.94","1339550913.5","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/bita",
"BKH","Black Hills Corporation","61.34","3260086358.7","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bkh",
"BKHU","Black Hills Corporation","68.87","0","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bkhu",
"BKFS","Black Knight Financial Services, Inc.","37.8","5818072503.6","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bkfs",
"BSM","Black Stone Minerals, L.P.","18.78","3585575049.42","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bsm",
"BJZ","Blackrock California Municipal 2018 Term Trust","15.03","96688410.84","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/bjz",
"BFZ","BlackRock California Municipal Income Trust","14.49","462122194.59","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/bfz",
"CII","Blackrock Capital and Income Strategies Fund Inc","13.71","604904394","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/cii",
"BHK","Blackrock Core Bond Trust","13.01","701695989.26","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/bhk",
"HYT","Blackrock Corporate High Yield Fund, Inc.","10.83","1371074404.44","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/hyt",
"BTZ","BlackRock Credit Allocation Income Trust","12.97","1401903564.9","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/btz",
"DSU","Blackrock Debt Strategies Fund, Inc.","11.34","706531952.7","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/dsu",
"BHL","Blackrock Defined Opportunity Credit Trust","13.7903","124720038.6023","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/bhl",
"BGR","BlackRock Energy and Resources Trust","14.44","430677707.44","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/bgr",
"BDJ","Blackrock Enhanced Equity Dividend Trust","8.15","1540173324.3","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/bdj",
"EGF","Blackrock Enhanced Government Fund, Inc","13.19","95190462.54","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/egf",
"FRA","Blackrock Floating Rate Income Strategies Fund Inc","14.41","536520152.08","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/fra",
"BFO","Blackrock Florida Municipal 2020 Term Trust","15.01","83487541.28","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/bfo",
"BGT","Blackrock Global","14.08","333178306.56","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/bgt",
"BOE","Blackrock Global","11.57","803920172.77","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/boe",
"BME","Blackrock Health Sciences Trust","31.75","263923018","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/bme",
"BAF","BlackRock Income Investment Quality Trust","14.26","124766700.68","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/baf",
"BKT","BlackRock Income Trust Inc. (The)","6.33","404756246.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bkt",
"BGY","BLACKROCK INTERNATIONAL, LTD.","5.51","606040916.27","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/bgy",
"BKN","BlackRock Investment Quality Municipal Trust Inc. (The)","14.69","252266463.54","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/bkn",
"BTA","BlackRock Long-Term Municipal Advantage Trust","11.28","151402946.16","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/bta",
"BIT","BlackRock Multi-Sector Income Trust","16.48","633188363.52","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/bit",
"MUI","Blackrock Muni Intermediate Duration Fund Inc","13.8","528488470.8","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/mui",
"MNE","Blackrock Muni New York Intermediate Duration Fund Inc","13.57","57127583.08","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/mne",
"MUA","Blackrock MuniAssets Fund, Inc.","13.47","482166341.37","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mua",
"BPK","Blackrock Municipal 2018 Term Trust","14.98","238302259.44","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/bpk",
"BKK","Blackrock Municipal 2020 Term Trust","15.19","307394379.32","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/bkk",
"BBK","Blackrock Municipal Bond Trust","15.26","160483621.2","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/bbk",
"BBF","BlackRock Municipal Income Investment Trust","14.01","143020132.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbf",
"BYM","Blackrock Municipal Income Quality Trust","13.89","366783131.97","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/bym",
"BFK","BlackRock Municipal Income Trust","13.84","619500737.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfk",
"BTT","BlackRock Municipal Target Term Trust Inc. (The)","21.83","1539136614.93","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/btt",
"MEN","Blackrock MuniEnhanced Fund, Inc.","11.27","333202103.08","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/men",
"MUC","Blackrock MuniHoldings California Quality Fund,  Inc.","14.08","577314960.64","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/muc",
"MUH","Blackrock MuniHoldings Fund II, Inc.","14.69","166000202.42","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/muh",
"MHD","Blackrock MuniHoldings Fund, Inc.","16.18","228675564.32","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/mhd",
"MFL","Blackrock MuniHoldings Investment Quality Fund","14.18","536303396.52","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/mfl",
"MUJ","Blackrock MuniHoldings New Jersey Insured Fund, Inc.","13.91","419440262.15","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/muj",
"MHN","Blackrock MuniHoldings New York Quality Fund, Inc.","13.41","417480428.43","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/mhn",
"MUE","Blackrock MuniHoldings Quality Fund II, Inc.","13.49","303730371.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mue",
"MUS","Blackrock MuniHoldings Quality Fund, Inc.","13.58","176671956.86","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/mus",
"MVT","Blackrock MuniVest Fund II, Inc.","15.24","320060833.08","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mvt",
"MYC","Blackrock MuniYield California Fund, Inc.","15.27","326132628.72","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/myc",
"MCA","Blackrock MuniYield California Insured Fund, Inc.","14.5","498751439.5","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/mca",
"MYD","Blackrock MuniYield Fund, Inc.","14.14","659446529.56","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/myd",
"MYF","Blackrock MuniYield Investment Fund","14.91","203470388.52","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/myf",
"MFT","Blackrock MuniYield Investment QualityFund","13.94","118129427.96","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/mft",
"MIY","Blackrock MuniYield Michigan Quality Fund, Inc.","13.59","401968675.71","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/miy",
"MYJ","Blackrock MuniYield New Jersey Fund, Inc.","15.32","219153182.16","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/myj",
"MYN","Blackrock MuniYield New York Quality Fund, Inc.","12.69","502353750.96","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/myn",
"MPA","Blackrock MuniYield Pennsylvania Quality Fund","14.1","188268346.5","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/mpa",
"MQT","Blackrock MuniYield Quality Fund II, Inc.","12.81","288968095.29","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/mqt",
"MYI","Blackrock MuniYield Quality Fund III, Inc.","13.65","928054163.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/myi",
"MQY","Blackrock MuniYield Quality Fund, Inc.","14.72","451563791.36","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/mqy",
"BNJ","BlackRock New Jersey Municipal Income Trust","14.24","109157944.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bnj",
"BNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th","13.91","180110407.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bny",
"BLH","Blackrock New York Municipal 2018 Term Trust","14.73","53514502.44","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/blh",
"BQH","Blackrock New York Municipal Bond Trust","14.02","39257472.1","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/bqh",
"BSE","Blackrock New York Municipal Income Quality Trust","13.11","85472742.6","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/bse",
"BCX","BlackRock Resources","8.27","819224413.68","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/bcx",
"BST","BlackRock Science and Technology Trust","17.94","403786200.48","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/bst",
"BSD","BlackRock Strategic Municipal Trust Inc. (The)","13.49","98543154.96","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/bsd",
"BUI","BlackRock Utility and Infrastructure Trust","18.41","311257207.24","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/bui",
"BLK","BlackRock, Inc.","380.54","62277727684.22","n/a","1999","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/blk",
"BGB","Blackstone / GSO Strategic Credit Fund","15.34","685151619.88","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgb",
"BGX","Blackstone GSO Long Short Credit Income Fund","15.92","202218387.2","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/bgx",
"BSL","Blackstone GSO Senior Floating Rate Term Fund","18.08","275135726.72","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/bsl",
"BCRH","Blue Capital Reinsurance Holdings Ltd.","18.45","161549509.95","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bcrh",
"BXC","BlueLinx Holdings Inc.","7.47","67463534.61","n/a","2004","Capital Goods","Wholesale Distributors","http://www.nasdaq.com/symbol/bxc",
"BWP","Boardwalk Pipeline Partners L.P.","17.36","4345152135.52","n/a","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/bwp",
"BA","Boeing Company (The)","155.68","96080387623.36","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/ba",
"BCC","Boise Cascade, L.L.C.","22.5","871895902.5","n/a","2013","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bcc",
"BCEI","Bonanza Creek Energy, Inc.","1.02","50662406.52","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bcei",
"BOOT","Boot Barn Holdings, Inc.","12.52","331617265.04","n/a","2014","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/boot",
"BAH","Booz Allen Hamilton Holding Corporation","36.07","5392227190.49","n/a","2010","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/bah",
"BWA","BorgWarner Inc.","39.44","8400154351.52","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/bwa",
"SAM","Boston Beer Company, Inc. (The)","169.85","2132490868.7","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/sam",
"BXP","Boston Properties, Inc.","125.78","19341625798.8","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bxp",
"BXP^B","Boston Properties, Inc.","24.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bxp^b",
"BSX","Boston Scientific Corporation","21.63","29453074591.5","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bsx",
"BOX","Box, Inc.","13.86","1796962998.6","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/box",
"BYD","Boyd Gaming Corporation","20.17","2268813978.6","n/a","1993","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/byd",
"BP","BP p.l.c.","37.38","117852433018.74","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","23.75","508250000","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bpt",
"BERY","BPC Acquisition Corp","48.73","5945060000","n/a","2012","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/bery",
"BRC","Brady Corporation","37.55","1910764756.45","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/brc",
"BDN^E","Brandywine Realty Tr","25.219","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bdn^e",
"BDN","Brandywine Realty Trust","16.51","2891573947.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bdn",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","3.25","189236450","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lnd",
"BAK","Braskem S.A.","21.21","8451850284.99","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bak",
"BRFS","BRF S.A.","14.76","11792881715.76","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/brfs",
"BPI","Bridgepoint Education, Inc.","10.13","469386850.69","n/a","2009","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/bpi",
"BGG","Briggs & Stratton Corporation","22.26","952924489.02","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bgg",
"BFAM","Bright Horizons Family Solutions Inc.","70.02","4163132156.58","n/a","2013","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/bfam",
"EAT","Brinker International, Inc.","49.53","2459477133.36","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","41.25","2057844566.25","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","58.44","97666678044.24","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy",
"BRS","Bristow Group Inc","20.48","718753013.76","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/brs",
"BRX","Brixmor Property Group Inc.","24.42","7431521921.34","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brx",
"BR","Broadridge Financial Solutions, Inc.","66.3","7894844813.7","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/br",
"BKD","Brookdale Senior Living Inc.","12.42","2310874750.98","n/a","2005","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","33.01","32598049130.22","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/bam",
"BBU","Brookfield Business Partners L.P.","24.06","1247397869.88","n/a","2016","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/bbu",
"BOXC","Brookfield Canada Office Properties","19.65","518872181.85","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/boxc",
"DTLA^","Brookfield DTLA Inc.","22.0899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dtla^",
"INF","Brookfield Global Listed Infrastructure Income Fund","12.83","177044249.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inf",
"BIP","Brookfield Infrastructure Partners LP","33.47","8950003813.73","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/bip",
"BPY","Brookfield Property Partners L.P.","21.99","5735047150.92","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bpy",
"RA","Brookfield Real Assets Income Fund Inc.","22.31","814246664.47","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/ra",
"BEP","Brookfield Renewable Partners L.P.","29.7","4952547854.1","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bep",
"BRO","Brown & Brown, Inc.","44.86","6289782783.02","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.b",
"BRT","BRT Realty Trust","8.19","113831458.65","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brt",
"BC","Brunswick Corporation","54.54","4891665439.08","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bc",
"BT","BT Group plc","23.03","45881285196.39","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","66.16","9277110014.4","n/a","1986","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpl",
"BKE","Buckle, Inc. (The)","22.8","1108599384","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","11.28","2864971859.76","n/a","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","13.75","217945997.5","n/a","2004","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","72.24","10074591122.4","n/a","2001","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bg",
"BURL","Burlington Stores, Inc.","84.75","5983100580.75","n/a","2013","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/burl",
"BWXT","BWX Technologies, Inc.","39.7","3939566535.8","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bwxt",
"BCR","C.R. Bard, Inc.","224.66","16518423949.84","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bcr",
"GYB","CABCO Series 2004-101 Trust","20.7","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","19.88","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfh",
"CAB","Cabela&#39;s Inc","58.55","4009478062.35","n/a","2004","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/cab",
"CABO","Cable One, Inc.","621.73","3551678011.29","n/a","2015","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","50.54","3150299813.08","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","23.36","10865892483.52","n/a","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","124.3","3030202429.1","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/caci",
"CAE","CAE Inc","13.97","3749350226.71","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cae",
"CAI","CAI International, Inc.","8.67","165228117.51","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/cai",
"CAA","CalAtlantic Group, Inc.","34.01","3946398338.11","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/caa",
"CAL","Caleres, Inc.","32.82","1409405013.6","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/cal",
"CCC","Calgon Carbon Corporation","17","860784273","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ccc",
